Цена
420000.0
380000.0
45000.0
99500.0
118900.0
39000.0
300000.0
152900.0
50000.0
380000.0
100000.0
50000.0
85000.0
120000.0
55000.0
140000.0
120000.0
75000.0
180000.0
165000.0
80000.0
120000.0
250000.0
50000.0
150000.0
260000.0
40000.0
105600.0
